識別番号,分野,頻出度,言葉,読み,文章,漢字1,読み1,漢字2,読み2
1651,d四字熟語,A,捲土重来,けんどちょうらい,一度敗れた者が再び勢いを盛り返すこと,捲土,けんど,重来,ちょうらい
1652,d四字熟語,A,河山帯礪,かざんたいれい,永遠に変わらないこと,河山,かざん,帯礪,たいれい
1653,d四字熟語,A,行住坐臥,ぎょうじゅうざが,ふだんの立ち居振る舞い,行住,ぎょうじゅう,坐臥,ざが
1654,d四字熟語,A,臨淵羨魚,りんえんせんぎょ,望みだけでは願いはかなえられないこと,臨淵,りんえん,羨魚,せんぎょ
1655,d四字熟語,A,純真無垢,じゅんしんむく,汚れなく清らかなさま,純真,じゅんしん,無垢,むく
1656,d四字熟語,A,栄耀栄華,えいようえいが,贅沢の限りを尽くすこと,栄耀,えいよう,栄華,えいが
1657,d四字熟語,A,玩物喪志,がんぶつそうし,遊んでばかりで本業がおろそかになること,玩物,がんぶつ,喪志,そうし
1658,d四字熟語,A,金烏玉兎,きんうぎょくと,月日,金烏,きんう,玉兎,ぎょくと
1659,d四字熟語,A,朝蠅暮蚊,ちょうようぼぶん,つまらない者たちがはびこること,朝蠅,ちょうよう,暮蚊,ぼぶん
1660,d四字熟語,A,頓首再拝,とんしゅさいはい,丁重なお辞儀,頓首,とんしゅ,再拝,さいはい
1661,d四字熟語,A,麦秀黍離,ばくしゅうしょり,国の滅亡を嘆き悲しむこと,麦秀,ばくしゅう,黍離,しょり
1662,d四字熟語,A,綾羅錦?,りょうらきんしゅう,豪華な衣服のたとえ,綾羅,りょうら,錦?,きんしゅう
1663,d四字熟語,A,牽強附会,けんきょうふかい,無理にこじつけること,牽強,けんきょう,附会,ふかい
1664,d四字熟語,A,熟読玩味,じゅくどくがんみ,文章をよく考えながら読むこと,熟読,じゅくどく,玩味,がんみ
1665,d四字熟語,A,百尺竿頭,ひゃくせきかんとう,到達しうる最高点,百尺,ひゃくせき,竿頭,かんとう
1666,d四字熟語,A,点滴穿石,てんてきせんせき,微力でも努力しだいで成功するたとえ,点滴,てんてき,穿石,せんせき
1667,d四字熟語,A,蚊虻走牛,ぶんぼうそうぎゅう,ささいなことが大事件を引き起こすこと,蚊虻,ぶんぼう,走牛,そうぎゅう
1668,d四字熟語,A,名声赫赫,めいせいかくかく,よい評判が盛んなこと,名声,めいせい,赫赫,かくかく
1669,d四字熟語,A,竜章鳳姿,りゅうしょうほうし,立派で美しいさま,竜章,りゅうしょう,鳳姿,ほうし
1670,d四字熟語,A,荊妻豚児,けいさいとんじ,自分の妻子の謙遜語,荊妻,けいさい,豚児,とんじ
1671,d四字熟語,A,桃李満門,とうりまんもん,優秀な人材が集まること,桃李,とうり,満門,まんもん
1672,d四字熟語,A,多岐亡羊,たきぼうよう,選択肢が多すぎて迷うこと,多岐,たき,亡羊,ぼうよう
1673,d四字熟語,A,融通無碍,ゆうづうむげ,何ものにもとらわれずのびのびしていること,融通,ゆうづう,無碍,むげ
1674,d四字熟語,A,鳩首凝議,きゅうしゅぎょうぎ,額をつきあわせて相談すること,鳩首,きゅうしゅ,凝議,ぎょうぎ
1675,d四字熟語,A,用管窺天,ようかんきてん,見識・視野が狭いこと,用管,ようかん,窺天,きてん
1676,d四字熟語,A,盲亀浮木,もうきふぼく,出会うことが非常にむずかしいこと,盲亀,もうき,浮木,ふぼく
1677,d四字熟語,A,磨穿鉄硯,ませんてっけん,猛烈に勉強すること,磨穿,ません,鉄硯,てっけん
1678,d四字熟語,A,放蕩無頼,ほうとうぶらい,酒色におぼれて身を持ちくずすこと,放蕩,ほうとう,無頼,ぶらい
1679,d四字熟語,A,和光同塵,わこうどうじん,才能を隠して俗世間に暮らすこと,和光,わこう,同塵,どうじん
1680,d四字熟語,A,?啄同時,そったくどうじ,逃すことのできない好機,?啄,そったく,同時,どうじ
1681,d四字熟語,A,粗酒粗餐,そしゅそさん,客に出す酒食の謙遜語,粗酒,そしゅ,粗餐,そさん
1682,d四字熟語,A,氷肌玉骨,ひょうきぎょっこつ,梅の花のたとえ、麗人のこと,氷肌,ひょうき,玉骨,ぎょっこつ
1683,d四字熟語,A,甲論乙駁,こうろんおつばく,議論がまとまらないこと,甲論,こうろん,乙駁,おつばく
1684,d四字熟語,A,李下瓜田,りかかでん,疑われることはしないほうがよい,李下,りか,瓜田,かでん
1685,d四字熟語,A,嘉辰令月,かしんれいげつ,めでたい月日,嘉辰,かしん,令月,れいげつ
1686,d四字熟語,A,積善余慶,せきぜんのよけい,よい行いは子孫の幸福に反映する,積善,せきぜん,余慶,よけい
1687,d四字熟語,A,沈魚落雁,ちんぎょらくがん,絶世の美人の形容,沈魚,ちんぎょ,落雁,らくがん
1688,d四字熟語,A,麟子鳳雛,りんしほうすう,将来有望な子のたとえ,麟子,りんし,鳳雛,ほうすう
1689,d四字熟語,A,白兎赤烏,はくとせきう,月日・時間,白兎,はくと,赤烏,せきう
1690,d四字熟語,A,秋風索莫,しゅうふうさくばく,勢いが衰えものさびしいさま,秋風,しゅうふう,索莫,さくばく
1691,d四字熟語,A,只管打座,しかんたざ,ひたすらに座禅すること,只管,しかん,打座,たざ
1692,d四字熟語,A,甜言蜜語,てんげんみつご,相手を誘う甘い言葉,甜言,てんげん,蜜語,みつご
1693,d四字熟語,A,博聞彊識,はくぶんきょうしき,知識や経験が豊富であること,博聞,はくぶん,彊識,きょうしき
1694,d四字熟語,A,夜郎自大,やろうじだい,自分の力を過信して横柄な態度をとること,夜郎,やろう,自大,じだい
1695,d四字熟語,A,画虎類狗,がこるいく,凡人が優れた者のまねをして失敗すること,画虎,がこ,類狗,るいく
1696,d四字熟語,A,門前雀羅,もんぜんじゃくら,訪問客もなくさびれ果てた様子,門前,もんぜん,雀羅,じゃくら
1697,d四字熟語,A,文質彬彬,ぶんしつひんぴん,外見と内面が調和していること,文質,ぶんしつ,彬彬,ひんぴん
1698,d四字熟語,A,内股膏薬,うちまたこうやく,自分の意志がなく態度が一定しないこと,内股,うちまた,膏薬,こうやく
1699,d四字熟語,A,確乎不抜,かっこふばつ,強固な意志で動じないこと,確乎,かっこ,不抜,ふばつ
1700,d四字熟語,A,清濁併?,せいだくへいどん,度量が広いこと,清濁,せいだく,併?,へいどん
1701,d四字熟語,A,陶犬瓦鶏,とうけんがけい,外見ばかり立派で役に立たないたとえ,陶犬,とうけん,瓦鶏,がけい
1702,d四字熟語,A,兎角亀毛,とかくきもう,世の中にありえないもののたとえ,兎角,とかく,亀毛,きもう
1703,d四字熟語,A,情緒纏綿,じょうしょてんめん,感情がまつわりついて離れないさま,情緒,じょうしょ,纏綿,てんめん
1704,d四字熟語,A,凄凄切切,せいせいせつせつ,非常にものさびしいさま,凄凄,せいせい,切切,せつせつ
1705,d四字熟語,A,張三李四,ちょうさんりし,ごくありふれた平凡な人,張三,ちょうさん,李四,りし
1706,d四字熟語,A,一碧万頃,いっぺきばんけい,限りなく広々としたさま,一碧,いっぺき,万頃,ばんけい
1707,d四字熟語,A,通暁暢達,つうぎょうちょうたつ,物事に深く通じて、伸びやかである様子,通暁,つうぎょう,暢達,ちょうたつ
1708,d四字熟語,A,古色蒼然,こしょくそうぜん,古めかしくおもむきあるさま,古色,こしょく,蒼然,そうぜん
1709,d四字熟語,A,釜底抽薪,ふていちゅうしん,根本の原因を取り除くこと,釜底,ふてい,抽薪,ちゅうしん
1710,d四字熟語,A,羊質虎皮,ようしつこひ,外見だけで中身が伴わないこと,羊質,ようしつ,虎皮,こひ
1711,d四字熟語,A,剛毅果断,ごうきかだん,意志が強く決断力があること,剛毅,ごうき,果断,かだん
1712,d四字熟語,A,自家撞着,じかどうちゃく,言動に矛盾があること,自家,じか,撞着,どうちゃく
1713,d四字熟語,A,朝秦暮楚,ちょうしんかだん,常に変わり一定しないことのたとえ,朝秦,ちょうしん,暮楚,ぼそ
1714,d四字熟語,A,?食瓢飲,たんしひょういん,清貧に甘んじることのたとえ,?食,たんし,瓢飲,ひょういん
1715,d四字熟語,A,曲学阿世,きょくがくあせい,真理をまげた説を唱えて時勢に迎合すること,曲学,きょくがく,阿世,あせい
1716,d四字熟語,A,玉砕瓦全,ぎょくさいがぜん,誉れを貴び死ぬことと何もなさずに生きること,玉砕,ぎょくさい,瓦全,がぜん
1717,d四字熟語,A,刑鞭蒲朽,けいべんほきゅう,平和であるたとえ,刑鞭,けいべん,蒲朽,ほきゅう
1718,d四字熟語,A,鉤縄規矩,こうじょうきく,物事の基準・法則,鉤縄,こうじょう,規矩,きく
1719,d四字熟語,A,凋氷画脂,ちょうひょうがし,役に立たないことに力を注ぐことのたとえ,凋氷,ちょうひょう,画脂,がし
1720,d四字熟語,A,阿附迎合,あふげいごう,人に取り入ること,阿附,あふ,迎合,げいごう
1721,d四字熟語,A,蚕食鯨?,さんしょくげいどん,大国が小国を侵略していくこと,蚕食,さんしょく,鯨?,げいどん
1722,d四字熟語,A,梅妻鶴子,ばいさいかくし,俗世から離れて雅やかな生活をするたとえ,梅妻,ばいさい,鶴子,かくし
1723,d四字熟語,B,気息奄奄,きそくえんえん,今にも死にそうな様子,気息,きそく,奄奄,えんえん
1724,d四字熟語,B,九鼎大呂,きゅうていたいりょ,貴重なもの。重い地位・名声のたとえ,九鼎,きゅうてい,大呂,たいりょ
1725,d四字熟語,B,容貌魁偉,ようぼうかいい,顔や体つきが立派なさま,容貌,ようぼう,魁偉,かいい
1726,d四字熟語,B,臥薪嘗胆,がしんしょうたん,目的達成のために長い間苦労を重ねる,臥薪,がしん,嘗胆,しょうたん
1727,d四字熟語,B,膏火自煎,こうかじせん,才能がかえって災いを招くたとえ,膏火,こうか,自煎,じせん
1728,d四字熟語,B,剃髪落飾,ていはつらくしょく,髪を剃って仏門に入ること,剃髪,ていはつ,落飾,らくしょく
1729,d四字熟語,B,周章狼狽,しゅうしょうろうばい,思いがけずあわてふためくこと,周章,しゅうしょう,狼狽,ろうばい
1730,d四字熟語,B,阿鼻叫喚,あびきょうかん,非常にむごたらしい状態のたとえ,阿鼻,あび,叫喚,きょうかん
1731,d四字熟語,B,欣喜雀躍,きんきじゃくやく,小おどりして喜ぶさま,欣喜,きんき,雀躍,じゃくやく
1732,d四字熟語,B,冶金踊躍,やきんようやく,自分の立場に満足していないこと,冶金,やきん,踊躍,ようやく
1733,d四字熟語,B,粟散辺地,ぞくさんへんち,世界の果ての小さな国,粟散,ぞくさん,辺地,へんち
1734,d四字熟語,B,碧血丹心,へきけつたんしん,これ以上ないまごころ,碧血,へきけつ,丹心,たんしん
1735,d四字熟語,B,坐臥行歩,ざがこうほ,立ち居振る舞い,坐臥,ざが,行歩,こうほ
1736,d四字熟語,B,落筆点蠅,らくひつてんよう,失敗をうまくとりつくろうこと,落筆,らくひつ,点蠅,てんよう
1737,d四字熟語,B,鱗次櫛比,りんじしっぴ,すきまなくびっしり並ぶさま,鱗次,りんじ,櫛比,しっぴ
1738,d四字熟語,B,終南捷径,しゅうなんのしょうけい,正規の段階をふまず官職に就く方法,終南,しゅうなん,捷径,しょうけい
1739,d四字熟語,B,錦心?口,きんしんしゅうこう,詩文の才能にすぐれていること,錦心,きんしん,?口,しゅうこう
1740,d四字熟語,B,迦陵頻伽,かりょうびんが,美声のたとえ,迦陵,かりょう,頻伽,びんが
1741,d四字熟語,B,稲麻竹葦,とうまちくい,多くのものが群がり入り乱れているさま,稲麻,とうま,竹葦,ちくい
1742,d四字熟語,B,雲竜井蛙,うんりゅうせいあ,地位・身分の差がはなはだしいたとえ,雲竜,うんりゅう,井蛙,せいあ
1743,d四字熟語,B,亡羊補牢,ぼうようほろう,あとの祭りのたとえ,亡羊,ぼうよう,補牢,ほろう
1744,d四字熟語,B,狐狸妖怪,こりようかい,悪事を働く化け物,狐狸,こり,妖怪,ようかい
1745,d四字熟語,B,活?生?,かっぱくせいどん,他人の文などを盗むこと,活?,かっぱく,生?,せいどん
1746,d四字熟語,B,獅子奮迅,ししふんじん,激しい勢い,獅子,しし,奮迅,ふんじん
1747,d四字熟語,B,屋梁落月,おくりょうらくげつ,友を思う切な心,屋梁,おくりょう,落月,らくげつ
1748,d四字熟語,B,虚心坦懐,きょしんたんかい,心にわだかまりがなくおおらかなさま,虚心,きょしん,坦懐,たんかい
1749,d四字熟語,B,梓匠輪輿,ししょうりんよ,大工と車を作る職人,梓匠,ししょう,輪輿,りんよ
1750,d四字熟語,B,嵐影湖光,らんえいここう,美しい山水の風景の形容,嵐影,らんえい,湖光,ここう
1751,d四字熟語,B,魚網鴻離,ぎょもうこうり,求めたものと違うものが得られること,魚網,ぎょもう,鴻離,こうり
1752,d四字熟語,B,黄塵万丈,こうじんばんじょう,土煙が高く舞い上がるさま,黄塵,こうじん,万丈,ばんじょう
1753,d四字熟語,B,三者鼎談,さんしゃていだん,三人で話し合うこと,三者,さんしゃ,鼎談,ていだん
1754,d四字熟語,B,尭風舜雨,ぎょうふうしゅんう,太平の世の中を形容する語,尭風,ぎょうふう,舜雨,しゅんう
1755,d四字熟語,B,閑雲野鶴,かんうんやかく,何の束縛もなくのんびり暮らすこと,閑雲,かんうん,野鶴,やかく
1756,d四字熟語,B,魚目燕石,ぎょもくえんせき,本物そっくりのにせもの,魚目,ぎょもく,燕石,えんせき
1757,d四字熟語,B,街談巷説,がいだんこうせつ,世間のつまらないうわさ話,街談,がいだん,巷説,こうせつ
1758,d四字熟語,B,規矩準縄,きくじゅんじょう,物事の基準・法則,規矩,きく,準縄,じゅんじょう
1759,d四字熟語,B,鶏鳴狗盗,けいめいくとう,つまらないことでも何かの役に立つ,鶏鳴,けいめい,狗盗,くとう
1760,d四字熟語,B,長鞭馬腹,ちょうべんばふく,大きすぎて逆に役に立たないことのたとえ,長鞭,ちょうべん,馬腹,ばふく
1761,d四字熟語,B,卿相雲客,けいしょううんかく,身分の高い人,卿相,けいしょう,雲客,うんかく
1762,d四字熟語,B,円木警枕,えんぼくのけいちん,苦労して勉学にはげむこと,円木,えんぼく,警枕,けいちん
1763,d四字熟語,B,雄心勃勃,ゆうしんぼつぼつ,勇気がふつふつとわいてくるさま,雄心,ゆうしん,勃勃,ぼつぼつ
1764,d四字熟語,B,鎧袖一触,がいしゅういっしょく,相手を簡単に打ち負かすこと,鎧袖,がいしゅう,一触,いっしょく
1765,d四字熟語,B,芝蘭玉樹,しらんぎょくじゅ,優れた人材,芝蘭,しらん,玉樹,ぎょくじゅ
1766,d四字熟語,B,一虚一盈,いっきょいちえい,常に変化して測りがたいことのたとえ,一虚,いちえい,一盈,いちえい
1767,d四字熟語,B,竹頭木屑,ちくとうぼくせつ,つまらぬ物でも後で役立つことがある,竹頭,ちくとう,木屑,ぼくせつ
1768,d四字熟語,B,不失正鵠,ふしつせいこく,物事の要点を的確にとらえること,不失,ふしつ,正鵠,せいこく
1769,d四字熟語,B,旭日昇天,きょくじつしょうてん,極めて勢いが盛んなこと,旭日,きょくじつ,昇天,しょうてん
1770,d四字熟語,B,魯魚章草,ろぎょしょうそう,字の書き間違い,魯魚,ろぎょ,章草,しょうそう
1771,d四字熟語,B,杜撰脱漏,ずさんだつろう,著述などが粗末で誤りが多いこと,杜撰,ずさん,脱漏,だつろう
1772,d四字熟語,B,妖言惑衆,ようげんわくしゅう,あやしい言葉で人をまどわすこと,妖言,ようげん,惑衆,わくしゅう
1773,d四字熟語,B,廓然大公,かくぜんたいこう,わだかまりがなく心がひろいさま,廓然,かくぜん,大公,たいこう
1774,d四字熟語,B,賢明愚昧,けんめいぐまい,かしこいことと道理にくらいこと,賢明,けんめい,愚昧,ぐまい
1775,d四字熟語,B,鳶飛魚躍,えんぴぎょやく,自然の摂理に従い自ら楽しみを得ること,鳶飛,えんぴ,魚躍,ぎょやく
1776,d四字熟語,B,鷹視狼歩,ようしろうほ,猛々しく欲深い人のたとえ,鷹視,ようし,狼歩,ろうほ
1777,d四字熟語,B,桑田碧海,そうでんへきかい,世の中の変化が激しいこと,桑田,そうでん,碧海,へきかい
1778,d四字熟語,B,体貌閑雅,たいぼうかんが,容姿が上品でみやびやかなさま,体貌,たいぼう,閑雅,かんが
1779,d四字熟語,C,一張一弛,いっちょういっし,人に対し厳しくしたり寛大にしたりすること,一張,いっちょう,一弛,いっし
1780,d四字熟語,C,四面楚歌,しめんそか,敵に囲まれて、助けがない様子,四面,しめん,楚歌,そか
1781,d四字熟語,C,抜山蓋世,ばつざんがいせい,威勢がよく勇ましいこと,抜山,ばつざん,蓋世,がいせい
1782,d四字熟語,C,美酒佳肴,びしゅかこう,豪華なごちそうのこと,美酒,びしゅ,佳肴,かこう
1783,d四字熟語,C,孟母断機,もうぼだんき,何ごとも途中でやめては何にもならない,孟母,もうぼ,断機,だんき
1784,d四字熟語,C,抜本塞源,ばっぽんそくげん,災いの原因をもとから取り除くこと,抜本,ばっぽん,塞源,そくげん
1785,d四字熟語,C,参差錯落,しんしさくらく,長短ふぞろいな物が入り混じる様子,参差,しんし,錯落,さくらく
1786,d四字熟語,C,碧落一洗,へきらくいっせん,空が晴れ渡る様子,碧落,へきらく,一洗,いっせん
1787,d四字熟語,C,菟糸燕麦,としえんばく,役に立たないもの,菟糸,とし,燕麦,えんばく
1788,d四字熟語,C,鳴?潔肌,めいせんけっき,気高い者はどんな時も信念を変えない,鳴?,めいせん,潔肌,けっき
1789,d四字熟語,C,首鼠両端,しゅそりょうたん,迷っていて決心がつかないこと,首鼠,しゅそ,両端,りょうたん
1790,d四字熟語,C,含飴弄孫,がんいろうそん,気楽に隠居生活を送ること,含飴,がんい,弄孫,ろうそん
1791,d四字熟語,C,矛盾撞着,むじゅんどうちゃく,つじつまが合わないこと,矛盾,むじゅん,撞着,どうちゃく
1792,d四字熟語,C,長汀曲浦,ちょうていきょくほ,長く続いている海岸線,長汀,ちょうてい,曲浦,きょくほ
1793,d四字熟語,C,凋零磨滅,ちょうれいまめつ,しぼみ落ちてなくなること,凋零,ちょうれい,磨滅,まめつ
1794,d四字熟語,C,兎死狗烹,としくほう,利用価値がなくなった者は捨てられる運命にあること,兎死,とし,狗烹,くほう
1795,d四字熟語,C,釈根灌枝,しゃくこんかんし,物事の根底を忘れること,釈根,しゃくこん,灌枝,かんし
1796,d四字熟語,C,良禽択木,りょうきんたくぼく,よく吟味してから仕える主人を選ぶべきであること,良禽,りょうきん,択木,たくぼく
1797,d四字熟語,C,孟仲叔季,もうちゅうしゅくき,兄弟姉妹の長子・次子などの順,孟仲,もうちゅう,叔季,しゅくき
1798,d四字熟語,C,烏飛兎走,うひとそう,年月が慌ただしく過ぎること,烏飛,うひ,兎走,とそう
1799,d四字熟語,C,竜跳虎臥,りょうちょうこが,筆勢が自由自在で見事なたとえ,竜跳,りょうちょう,虎臥,こが
1800,d四字熟語,C,秋風落漠,しゅうふうらくばく,盛んだったものが衰える様子,秋風,しゅうふう,落漠,らくばく
1801,d四字熟語,C,採薪汲水,さいしんきゅうすい,質素な生活を送ること,採薪,さいしん,汲水,きゅうすい
1802,d四字熟語,C,捧腹絶倒,ほうふくぜっとう,ひっくり返るほど笑い崩れること,捧腹,ほうふく,絶倒,ぜっとう
1803,d四字熟語,C,永劫回帰,えいごうかいき,同じことが無限に繰り返されるたとえ,永劫,えいごう,回帰,かいき
1804,d四字熟語,C,勤倹力行,きんけんりっこう,仕事に励み、懸命に骨を折ること,勤倹,きんけん,力行,りっこう
1805,d四字熟語,C,運否天賦,うんぷてんぷ,自分の運命を天に任せること,運否,うんぷ,天賦,てんぷ
1806,d四字熟語,C,破綻百出,はたんひゃくしゅつ,いい加減な言動で、ほころびが出ること,破綻,はたん,百出,ひゃくしゅつ
1807,d四字熟語,C,克己復礼,こっきふくれい,私欲に打ち勝ち、礼儀を弁えること,克己,こっき,復礼,ふくれい
1808,d四字熟語,D,哀毀骨立,あいきこつりつ,非常に悲しんでいる様子,哀毀,あいき,骨立,こつりつ
1809,d四字熟語,D,愛及屋烏,あいきゅうおくう,愛情が深いことのたとえ,愛及,あいきゅう,屋烏,おくう
1810,d四字熟語,D,哀鴻遍野,あいこうへんや,戦争によって追われた兵士や難民が多くいるさま,哀鴻,あいこう,遍野,へんや
1811,d四字熟語,D,曖昧模糊,あいまいもこ,ぼんやりしていて、はっきりしない様子,曖昧,あいまい,模糊,もこ
1812,d四字熟語,D,握髪吐哺,あくはつとほ,優秀な人材を熱心に探し求める様子,握髪,あくはつ,吐哺,とほ
1813,d四字熟語,D,浅瀬仇波,あさせあだなみ,考えが浅い人は、ささいな事にも騒ぎ立てることのたとえ,浅瀬,あさせ,仇波,あだなみ
1814,d四字熟語,D,按甲休兵,あんこうきゅうへい,武装を解除して戦いを終わらせること,按甲,あんこう,休兵,きゅうへい
1815,d四字熟語,D,安車蒲輪,あんしゃほりん,老人を大事にすること,安車,あんしゃ,蒲輪,ほりん
1816,d四字熟語,D,暗箭傷人,あんせんしょうじん,隠れて人を誹謗したり中傷したりすること,暗箭,あんせん,傷人,しょうじん
1817,d四字熟語,D,衣錦還郷,いきんかんきょう,出世して故郷に帰ること,衣錦,いきん,還郷,かんきょう
1818,d四字熟語,D,衣?夜行,いしゅうやこう,出世しても故郷に帰らなければ人に知られないことのたとえ,衣?,いしゅう,夜行,やこう
1819,d四字熟語,D,一壺千金,いっこせんきん,価値がないものでも場合によっては極めて高い価値をもつこと,一壺,いっこ,千金,せんきん
1820,d四字熟語,D,意馬心猿,いばしんえん,煩悩のせいで混乱して落ち着きがないこと,意馬,いば,心猿,しんえん
1821,d四字熟語,D,允文允武,いんぶんいんぶ,学問と武芸ともに優れていること,允文,いんぶん,允武,いんぶ
1822,d四字熟語,D,有耶無耶,うやむや,はっきりしない様子。いい加減な様子,有耶,うや,無耶,むや
1823,d四字熟語,D,雲集霧散,うんしゅうむさん,たくさんものが集まったり散ったりすること,雲集,うんしゅう,霧散,むさん
1824,d四字熟語,D,易姓革命,えきせいかくめい,中国の政治思想で、王朝の交代のこと,易姓,えきせい,革命,かくめい
1825,d四字熟語,D,掩耳盗鐘,えんじとうしょう,浅い考えで、自分を偽り悪事をはたらくこと,掩耳,えんじ,盗鐘,とうしょう
1826,d四字熟語,D,鳶目兎耳,えんもくとじ,物事がよく見える目と、他人の隠し事を聞き出す耳のこと,鳶目,えんもく,兎耳,とじ
1827,d四字熟語,D,横説竪説,おうせつじゅせつ,自在に物事を論じること,横説,おうせつ,竪説,じゅせつ
1828,d四字熟語,D,椀飯振舞,おうばんぶるまい,気前よく人に振る舞うこと,椀飯,おうばん,振舞,ぶるまい
1829,d四字熟語,D,蓋棺事定,がいかんじてい,人の値打ちは死んでからはじめて定まるということ,蓋棺,がいかん,事定,じてい
1830,d四字熟語,D,格物致知,かくぶつちち,物事の本質を深く理解して、知見を広めること,格物,かくぶつ,致知,ちち
1831,d四字熟語,D,河図洛書,かとらくしょ,希少な図書のこと,河図,かと,洛書,らくしょ
1832,d四字熟語,D,瓦釜雷鳴,がふらいめい,分不相応な地位についた者が他人に威張り散らすこと,瓦釜,がふ,雷鳴,らいめい
1833,d四字熟語,D,瓜剖豆分,かぼうとうぶん,国などが小さく分裂すること,瓜剖,かぼう,豆分,とうぶん
1834,d四字熟語,D,換骨奪胎,かんこつだったい,他人の作った文の趣意に沿いながらも独自の表現を加えること,換骨,かんこつ,奪胎,だったい
1835,d四字熟語,D,管中窺豹,かんちゅうきひょう,物事の本質を見通す力が弱いこと,管中,かんちゅう,窺豹,きひょう
1836,d四字熟語,D,冠履?倒,かんりてんとう,地位や物の価値の順番が逆になるなどして乱れること,冠履,かんり,?倒,てんとう
1837,d四字熟語,D,規行矩歩,きこうくほ,行いや心がきちんとしていて正しいこと,規行,きこう,矩歩,くほ
1838,d四字熟語,D,気骨稜稜,きこつりょうりょう,自分の信念を貫く様子,気骨,きこつ,稜稜,りょうりょう
1839,d四字熟語,D,橘井杏林,きっせいきょうりん,医者にする敬称,橘井,きっせい,杏林,きょうりん
1840,d四字熟語,D,鬼斧神工,きふしんこう,非常に優れた作品のこと,鬼斧,きふ,神工,しんこう
1841,d四字熟語,D,脚下照顧,きゃっかしょうこ,自分自身をかえりみたり身近なことに注意すべきという教え,脚下,きゃっか,照顧,しょうこ
1842,d四字熟語,D,泣血漣如,きゅうけつれんじょ,深く悲しみ涙が止まらない様子,泣血,きゅうけつ,漣如,れんじょ
1843,d四字熟語,D,鳩首協議,きゅうしゅきょうぎ,人々が寄り集まって相談すること,鳩首,きゅうしゅ,協議,きょうぎ
1844,d四字熟語,D,僑軍孤進,きょうぐんこしん,他からの助けがなく一人だけで戦うこと,僑軍,きょうぐん,孤進,こしん
1845,d四字熟語,D,尭鼓舜木,ぎょうこしゅんぼく,他人からの戒めによく耳を傾けること,尭鼓,ぎょうこ,舜木,しゅんぼく
1846,d四字熟語,D,教唆煽動,きょうさせんどう,他人をそそのかして、あおり立てること,教唆,きょうさ,煽動,せんどう
1847,d四字熟語,D,彊食自愛,きょうしょくじあい,しっかりと食事をとって体を大事にすること,彊食,きょうしょく,自愛,じあい
1848,d四字熟語,D,尭年舜日,ぎょうねんしゅんじつ,世の中が平和で穏やかなこと,尭年,ぎょうねん,舜日,しゅんじつ
1849,d四字熟語,D,勤倹尚武,きんけんしょうぶ,勤勉で質素につとめ、武事を重んじること,勤倹,きんけん,尚武,しょうぶ
1850,d四字熟語,D,錦上添花,きんじょうてんか,美しいものに、それにも増して美しいものを加えること,錦上,きんじょう,添花,てんか
1851,d四字熟語,D,金声玉振,きんせいぎょくしん,立派な人物として成功すること,金声,きんせい,玉振,ぎょくしん
1852,d四字熟語,D,九品蓮台,くほんれんだい,極楽浄土にあるといわれる蓮の葉の台,九品,くほん,蓮台,れんだい
1853,d四字熟語,D,桂林一枝,けいりんいっし,卓越した人物のこと,桂林,けいりん,一枝,いっし
1854,d四字熟語,D,牽衣頓足,けんいとんそく,つらく悲しい別れを惜しむ様子,牽衣,けんい,頓足,とんそく
1855,d四字熟語,D,懸崖撒手,けんがいさっしゅ,勇気を出して思い切って実行すること,懸崖,けんがい,撒手,さっしゅ
1856,d四字熟語,D,犬牙相制,けんがそうせい,隣国との国境が複雑に入り組んで互いに牽制しあう様子,犬牙,けんが,相制,そうせい
1857,d四字熟語,D,剣戟森森,けんげきしんしん,気性が激しい様子,剣戟,けんげき,森森,しんしん
1858,d四字熟語,D,光陰如箭,こういんじょせん,歳月の過ぎるのが速い様子,光陰,こういん,如箭,じょせん
1859,d四字熟語,D,口角飛沫,こうかくひまつ,激しく議論を戦わせること,口角,こうかく,飛沫,ひまつ
1860,d四字熟語,D,傲岸不遜,ごうがんふそん,おごりたかぶって、へりくだる気持ちがない様子,傲岸,ごうがん,不遜,ふそん
1861,d四字熟語,D,綱紀粛正,こうきしゅくせい,乱れた規律を正し、不正をなくすこと,綱紀,こうき,粛正,しゅくせい
1862,d四字熟語,D,光彩陸離,こうさいりくり,光彩が入り乱れて美しい様子,光彩,こうさい,陸離,りくり
1863,d四字熟語,D,孔席墨突,こうせきぼくとつ,物事に注力して休む暇のない様子,孔席,こうせき,墨突,ぼくとつ
1864,d四字熟語,D,宏大無辺,こうだいむへん,広く果てしないこと,宏大,こうだい,無辺,むへん
1865,d四字熟語,D,孝悌忠信,こうていちゅうしん,目上の人に尽くして仕えること,孝悌,こうてい,忠信,ちゅうしん
1866,d四字熟語,D,香美脆味,こうびぜいみ,贅沢で立派な食事のたとえ,香美,こうび,脆味,ぜいみ
1867,d四字熟語,D,紅毛碧眼,こうもうへきがん,西洋人のこと,紅毛,こうもう,碧眼,へきがん
1868,d四字熟語,D,光禄池台,こうろくのちだい,広くて立派な家のたとえ,光禄,こうろく,池台,ちだい
1869,d四字熟語,D,五穀豊穣,ごこくほうじょう,穀物が豊かに実る様子,五穀,ごこく,豊穣,ほうじょう
